# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Ladder2064   Ladder1199  32044 16875   -1 -3 
Snake2065   Ladder492  22063 -6597   1 1 
Snake2066   Ladder1247  -13421 4021   -3 1 
Ladder2067   Ladder1750  -23775 6912   2 -2 
Snake2068   Snake1928  8868 -1516   -1 2 
Ladder2069   Ladder1123  -2589 -6243   1 -4 
Ladder2070   Snake1075  9415 -14125   1 -4 
Ladder2071   Ladder1080  14478 -13647   3 -3 
Snake2072   Snake1341  -1333 30314   -2 3 
Snake2073   Snake482  -3484 -11821   4 1 
Ladder2074   Ladder1998  10852 43688   -1 -2 
Snake2075   Snake1280  -14536 5028   4 2 
Ladder2076   Snake243  46016 -13903   0 -4 
Ladder2077   Ladder1268  26720 -21202   -2 -4 
Ladder2078   Ladder337  -2845 -24256   4 -2 
Snake2079   Snake95  33499 8778   -2 2 
Ladder2080   Ladder1339  9560 22652   3 -3 
Snake2081   Ladder1020  14097 -32561   4 2 
Snake2082   Snake1606  654 -18217   -3 2 
Ladder2083   Ladder884  17494 -20690   3 -4 
Snake2084   Ladder962  42882 11513   -5 1 
Snake2085   Snake162  4387 18185   -1 5 
Ladder2086   Ladder1311  2936 -5294   1 -1 
Ladder2087   Snake922  -19555 -26228   0 -3 
Ladder2088   Ladder334  4484 -17495   5 -4 
Snake2089   Snake179  3512 -35744   -5 3 
Snake2090   Snake1396  9422 14870   1 4 
Ladder2091   Snake1542  28290 -26441   0 -4 
Snake2092   Snake648  -6619 -1245   2 2 
Ladder2093   Ladder1363  583 669   1 -4 
Ladder2094   Ladder205  41114 22642   -3 -3 
Snake2095   Ladder448  6649 -22167   -3 2 
Snake2096   Ladder950  -5407 -17565   -3 5 
Snake2097   Snake293  10035 2560   -3 5 
Snake2098   Snake1233  11435 -19514   0 3 
Ladder2099   Snake1059  -25941 -17188   5 -2 
Snake2100   Ladder1309  16580 1302   -5 1 
Snake2101   Ladder1020  -5995 -31510   -2 1 
Snake2102   Ladder1861  9263 15606   -4 5 
Snake2103   Snake856  15758 8765   1 3 
Snake2104   Ladder69  3675 18283   2 2 
Snake2105   Ladder535  21246 9902   -2 1 
Ladder2106   Ladder1271  -17521 -18497   -1 -3 
Snake2107   Ladder213  -22760 -24892   1 5 
Snake2108   Ladder1841  30217 -25905   -5 2 
Ladder2109   Ladder1322  39892 -39818   3 -5 
Ladder2110   Ladder898  -4271 -8093   5 -5 
Ladder2111   Ladder172  -6529 -10332   -2 -2 
Snake2112   Ladder897  12328 28915   -5 3 
Ladder2113   Snake339  18014 -39821   0 -5 
Ladder2114   Ladder1310  -5411 5405   -1 -1 
Ladder2115   Snake830  4041 -4395   1 -4 
Ladder2116   Ladder1517  -23317 25227   4 -3 
Ladder2117   Ladder1213  15432 41011   5 -1 
Ladder2118   Snake179  -11315 -16301   -2 -1 
Snake2119   Ladder1192  -5596 -10324   0 5 
Snake2120   Snake615  -18795 -34105   4 3 
Ladder2121   Ladder674  23691 3521   -4 -3 
Ladder2122   Ladder1358  88 -17569   2 -1 
Snake2123   Ladder1867  19851 608   3 2 
Ladder2124   Snake246  6611 -11307   -2 -4 
Snake2125   Snake714  -10889 -8422   -4 1 
Ladder2126   Snake823  34040 25719   4 -4 
Snake2127   Ladder1414  -10979 -4711   3 3 
Snake2128   Ladder153  -5731 -11090   3 2 
Ladder2129   Ladder550  -11199 28330   1 -1 
Snake2130   Ladder1540  18531 31698   1 4 
Ladder2131   Ladder1063  -12793 26224   5 -1 
Ladder2132   Ladder2129  -9209 -12541   -5 -3 
Ladder2133   Snake1591  -4006 -11985   -5 -4 
Snake2134   Snake2007  18395 -1666   1 2 
Snake2135   Snake2072  -14615 5071   0 5 
Snake2136   Snake1699  -8053 -15833   4 1 
Snake2137   Ladder1129  23749 -6691   3 5 
Ladder2138   Ladder768  -12451 -1335   1 -3 
Ladder2139   Ladder1363  10460 -3080   4 -5 
Ladder2140   Ladder1155  -401 16638   0 -4 
Snake2141   Snake226  911 -6612   -4 4 
Snake2142   Snake19  12960 -26999   2 5 
Ladder2143   Snake1323  -9765 -7011   0 -5 
Ladder2144   Snake469  9117 -32165   0 -2 
Snake2145   Ladder377  -23459 10219   -3 4 
Ladder2146   Snake1756  4896 -377   2 -5 
Snake2147   Snake688  29544 -12264   2 4 
Ladder2148   Ladder426  -26449 -36015   1 -4 
Snake2149   Ladder1995  29204 -23394   1 2 
Snake2150   Snake2098  24837 -4147   2 1 
Ladder2151   Snake1052  -38156 -25705   -3 -1 
Snake2152   Snake1837  69 7750   -5 4 
Snake2153   Snake1993  20996 37492   2 5 
Ladder2154   Snake1082  -23262 -38629   2 -2 
Ladder2155   Ladder1636  6399 -13495   -2 -1 
Ladder2156   Ladder560  478 -19967   5 -5 
Ladder2157   Snake649  43781 -20793   -4 -5 
Snake2158   Snake1971  11627 26236   3 3 
Snake2159   Snake1081  20133 32130   2 2 
Snake2160   Ladder1728  1688 6535   -3 5 
Snake2161   Snake586  -194 13067   -5 5 
Snake2162   Ladder435  -21709 24967   2 3 
Ladder2163   Snake1722  11140 -19392   -1 -1 
Ladder2164   Ladder918  -23589 19323   0 -2 
Ladder2165   Snake922  -26913 -26602   2 -4 
Snake2166   Ladder736  23881 2584   1 3 
Snake2167   Snake1208  14335 -23169   5 1 
Snake2168   Snake1077  36607 -15576   -4 2 
Snake2169   Ladder825  -16938 -10634   0 4 
Snake2170   Snake142  -570 25847   1 1 
Snake2171   Snake890  -3701 -10559   1 4 
Ladder2172   Snake872  27710 -2990   0 -3 
Ladder2173   Snake1680  10488 -10747   -2 -4 
Ladder2174   Ladder391  23586 18533   3 -1 
Ladder2175   Snake145  8067 1301   -4 -5 
Snake2176   Snake243  2824 -20039   -5 5 
Ladder2177   Ladder110  20292 -20396   1 -5 
Snake2178   Ladder996  7581 -8283   5 4 
Ladder2179   Snake1760  -23400 -4708   5 -5 
Snake2180   Ladder1092  13782 19229   1 3 
Ladder2181   Ladder1277  3054 -22389   -4 -3 
Snake2182   Snake510  -40366 1422   0 4 
Snake2183   Snake1669  -14942 5739   -2 1 
Ladder2184   Snake1282  -13724 -38930   -5 -2 
Ladder2185   Snake1279  -18968 -15752   3 -1 
Ladder2186   Ladder209  23128 28165   1 -3 
Ladder2187   Ladder1771  -30661 -3490   0 -3 
Ladder2188   Ladder1731  -7401 29744   -4 -2 
Snake2189   Snake1620  208 18120   1 3 
Snake2190   Snake1246  -15196 -14121   -1 1 
Snake2191   Snake827  12414 29301   -3 1 
Snake2192   Snake842  -18471 9418   3 2 
Ladder2193   Snake1866  41136 -7685   5 -4 
Ladder2194   Snake1287  11133 -15173   -1 -2 
Ladder2195   Ladder736  -16450 1368   4 -2 
Ladder2196   Ladder1714  38921 -12411   2 -2 
Ladder2197   Ladder110  -5326 13059   3 -5 
Snake2198   Ladder1677  32291 11657   -3 4 
Snake2199   Snake891  14208 40751   1 5 
Ladder2200   Ladder2042  6103 -15650   2 -2 
Snake2201   Snake2028  -48683 14835   -3 2 
Ladder2202   Snake1941  -30661 6156   4 -1 
Ladder2203   Ladder2117  6412 -37054   0 -5 
Ladder2204   Snake466  -1447 36752   1 -3 
Snake2205   Snake1449  -14304 15584   0 3 
Snake2206   Ladder931  -10336 -2725   0 2 
Snake2207   Ladder1365  21844 -29401   3 3 
Snake2208   Ladder1647  -31380 -719   0 5 
Snake2209   Ladder1424  24630 8831   -2 4 
Ladder2210   Ladder379  -12038 -12431   3 -2 
Ladder2211   Snake1472  7652 39092   5 -5 
Snake2212   Ladder683  42214 -4766   0 3 
Ladder2213   Ladder1675  29785 -23686   -4 -3 
Ladder2214   Snake497  24248 -34323   3 -3 
Ladder2215   Snake696  21187 -9984   -1 -3 
Ladder2216   Snake1891  33164 19163   -1 -5 
Snake2217   Snake596  -3509 -9745   2 5 
Snake2218   Snake232  -38552 6680   -3 3 
Snake2219   Ladder2070  24251 18816   2 4 
Snake2220   Snake229  19737 27336   2 4 
Snake2221   Ladder776  12396 -15408   4 5 
Snake2222   Snake1597  25607 15543   -3 1 
Snake2223   Ladder958  7260 -6341   5 3 
Ladder2224   Ladder1169  12477 48418   4 -3 
Snake2225   Ladder1131  33277 -18761   1 1 
Ladder2226   Ladder683  8634 -10006   5 -1 
Snake2227   Ladder578  2315 -24564   -5 2 
Snake2228   Ladder523  6043 41093   0 3 
Ladder2229   Snake1630  -24681 18722   2 -4 
Ladder2230   Snake526  -4599 -39344   -4 -5 
Ladder2231   Ladder110  29040 6822   0 -1 
Ladder2232   Ladder2172  -11803 -15455   -1 -1 
Ladder2233   Snake565  -14171 7891   2 -3 
Ladder2234   Ladder320  35959 15224   2 -2 
Ladder2235   Ladder1665  29456 3553   5 -3 
Snake2236   Ladder238  -11184 -38038   2 3 
Ladder2237   Snake345  18606 35129   -4 -4 
Snake2238   Origin  32258 26061   -5 1 
Ladder2239   Ladder1039  -2663 -36611   1 -3 
Ladder2240   Snake1802  -1819 -10065   5 -2 
Snake2241   Ladder309  -37021 -7026   0 2 
Ladder2242   Snake2034  -5485 -6015   3 -1 
Ladder2243   Snake1857  9047 -22631   -1 -4 
Ladder2244   Ladder314  -16696 -21737   -3 -4 
Snake2245   Ladder1198  -29817 16702   -3 2 
Snake2246   Ladder1095  23185 -16828   -5 2 
Snake2247   Ladder114  3348 7250   -5 2 
Snake2248   Snake720  -5955 -5589   -5 4 
Ladder2249   Snake1659  18409 -12369   2 -5 
Snake2250   Snake562  25472 2780   3 5 
Snake2251   Ladder2240  5885 24420   0 4 
Snake2252   Ladder1883  -19138 -28909   -3 2 
Snake2253   Snake1918  -44472 33456   1 1 
Ladder2254   Snake2145  21233 -15814   3 -3 
Snake2255   Snake1760  175 -40970   -3 4 
Ladder2256   Snake1110  24865 6898   -1 -5 
Snake2257   Ladder938  -28711 23371   5 5 
Snake2258   Ladder1575  -5571 -16957   -5 2 
Ladder2259   Ladder1554  -25012 -5523   -1 -5 
Ladder2260   Ladder1266  1882 32938   0 -2 
Snake2261   Ladder1088  2020 -4551   -5 4 
Ladder2262   Snake2225  -27441 24261   2 -5 
Ladder2263   Snake1757  34782 -28274   2 -4 
Snake2264   Snake529  -2392 2377   5 1 
Ladder2265   Ladder1830  -29939 -25652   2 -1 
Ladder2266   Ladder1747  25724 26831   -1 -3 
Snake2267   Snake749  -13385 -2849   -4 5 
Ladder2268   Snake1307  -3757 -32019   2 -3 
Ladder2269   Ladder2080  -21749 -5472   5 -3 
Snake2270   Ladder174  -24215 -18156   -5 2 
Ladder2271   Snake362  45270 902   -3 -2 
Snake2272   Snake758  10425 5700   -2 5 
Ladder2273   Ladder387  -9575 -16153   4 -2 
Snake2274   Ladder1689  7134 10683   2 3 
Snake2275   Snake1428  -20688 -17230   -1 5 
Ladder2276   Ladder1619  -14429 -4198   -5 -5 
Ladder2277   Snake2033  8894 -36674   -4 -2 
Ladder2278   Ladder821  -28026 -23855   4 -2 
Ladder2279   Snake1512  -5945 -40295   1 -4 
Snake2280   Ladder215  2698 37551   3 5 
Snake2281   Snake644  -11009 42404   -2 4 
Snake2282   Ladder1217  -33757 31861   -1 4 
Ladder2283   Ladder172  17492 21620   -2 -4 
Snake2284   Ladder62  34150 25122   4 5 
Snake2285   Ladder2146  -19616 928   2 4 
Snake2286   Ladder1539  -15903 17451   5 3 
Snake2287   Snake195  2137 26490   5 5 
Snake2288   Ladder1355  9720 -150   5 4 
Snake2289   Ladder1016  35429 -9   4 1 
Snake2290   Snake2217  -8832 17147   -1 1 
Ladder2291   Ladder845  7639 -16179   3 -5 
Snake2292   Ladder544  46186 -609   4 3 
Ladder2293   Snake2029  -12523 23178   2 -1 
Snake2294   Ladder887  -11073 -37488   -2 5 
Snake2295   Snake166  10447 -30999   -2 1 
Ladder2296   Snake1789  -19846 20651   4 -3 
Snake2297   Ladder1929  19278 33005   3 5 
Snake2298   Snake443  -35011 2908   -1 1 
Ladder2299   Snake240  -12758 10130   0 -3 
Snake2300   Ladder1379  12743 15508   1 4 
Snake2301   Snake2123  -23448 30671   -5 2 
Ladder2302   Ladder2283  -23406 9271   -2 -2 
Snake2303   Ladder942  2286 24416   -1 2 
Snake2304   Ladder2163  -28172 22389   -1 3 
Ladder2305   Snake2250  -38573 9275   -2 -2 
Snake2306   Snake1688  -663 -32557   3 1 
Ladder2307   Ladder79  -12448 -11885   -2 -5 
Snake2308   Ladder1656  33382 -7862   -5 5 
Snake2309   Ladder1882  -8101 17306   -1 4 
Ladder2310   Ladder483  -3997 -23413   4 -5 
Snake2311   Snake340  25689 -11172   -5 4 
Snake2312   Ladder2310  -25542 21477   3 5 
Snake2313   Ladder2226  34434 33263   3 1 
Snake2314   Ladder1958  -22868 20948   -2 1 
Snake2315   Ladder780  -36191 -1270   0 3 
Ladder2316   Snake2168  -34112 -3578   -1 -4 
Ladder2317   Snake1763  20621 16798   1 -2 
Snake2318   Ladder2305  18466 -3291   3 1 
Ladder2319   Snake1047  830 21974   0 -4 
Ladder2320   Ladder1155  -3246 16994   3 -2 
Ladder2321   Ladder34  -46213 35306   -5 -4 
Snake2322   Snake2130  3674 -23617   2 3 
Snake2323   Ladder1467  -13988 32   -2 2 
Snake2324   Ladder1358  -19387 -5271   4 4 
Ladder2325   Snake1364  -2677 273   1 -5 
Ladder2326   Ladder359  19707 5512   -3 -3 
Ladder2327   Ladder1581  12316 28431   -2 -4 
Snake2328   Ladder2305  35540 15094   2 4 
Ladder2329   Snake1789  -14066 641   -2 -2 
Ladder2330   Snake18  3237 -3511   -4 -3 
Ladder2331   Ladder1370  -17770 353   3 -5 
Snake2332   Snake1250  -26185 2310   1 1 
Snake2333   Ladder1674  21580 38437   -4 2 
Ladder2334   Snake1442  -15657 43070   -1 -2 
Snake2335   Ladder52  6484 -36945   4 5 
Snake2336   Ladder1666  4318 9115   2 2 
Snake2337   Ladder2071  -1372 6359   4 4 
Snake2338   Snake327  -661 -1336   -5 1 
Snake2339   Ladder1337  13683 -29374   -1 3 
Ladder2340   Snake930  -19226 -6720   5 -5 
Ladder2341   Snake1835  20792 -16621   4 -4 
Ladder2342   Snake438  13301 3464   5 -1 
Snake2343   Ladder753  5739 17683   0 4 
Snake2344   Ladder1313  10688 4837   -3 3 
Ladder2345   Snake1585  1246 5606   5 -1 
Snake2346   Snake2286  25687 -40227   -2 5 
Snake2347   Ladder753  -31858 -8112   -2 4 
Snake2348   Snake236  -26063 24469   1 5 
Ladder2349   Snake1421  31137 -25203   3 -3 
Snake2350   Ladder1141  14825 13308   4 5 
Snake2351   Snake510  -12236 -1684   2 4 
Snake2352   Snake969  10932 -1820   4 4 
Ladder2353   Ladder574  -735 20479   -2 -4 
Snake2354   Ladder651  2061 -823   2 1 
Snake2355   Snake1704  -6493 16819   -2 1 
Snake2356   Ladder1551  -17458 -19557   5 5 
Ladder2357   Ladder2317  -16769 236   5 -3 
Snake2358   Snake363  12504 -22783   -5 2 
Snake2359   Ladder33  -20935 38101   4 5 
Ladder2360   Ladder90  21615 -6070   -3 -4 
Snake2361   Snake1317  -9997 -13729   5 4 
Snake2362   Ladder335  12403 31720   -4 2 
Snake2363   Snake686  19624 12448   1 1 
Ladder2364   Snake1301  -10085 35336   3 -2 
Snake2365   Snake1876  37799 25505   5 5 
Ladder2366   Ladder1024  -11330 -8526   4 -3 
Snake2367   Snake607  -3900 27111   2 3 
Ladder2368   Snake1784  15391 -78   -2 -4 
Snake2369   Snake797  -13441 2339   -4 4 
Ladder2370   Ladder604  28029 -454   -4 -1 
Ladder2371   Ladder1380  10431 -3383   3 -1 
Ladder2372   Ladder480  -39947 7636   3 -4 
Ladder2373   Snake2314  21358 10684   4 -2 
Snake2374   Ladder71  10057 -348   1 1 
Ladder2375   Ladder1796  -28380 -4882   -5 -2 
Ladder2376   Ladder2296  25768 -14658   4 -1 
Snake2377   Ladder2231  -39561 -11404   -4 3 
Ladder2378   Snake1779  -3962 22469   -4 -2 
Snake2379   Snake2264  -22128 -6048   5 3 
Snake2380   Ladder404  34675 11058   4 2 
Snake2381   Ladder2213  -29795 -15111   -5 5 
Snake2382   Ladder284  -17749 22550   5 2 
Ladder2383   Snake103  37877 -32096   4 -1 
Ladder2384   Ladder725  -5791 260   0 -4 
Ladder2385   Ladder222  22481 -31015   1 -4 
Snake2386   Snake133  19547 -14067   -2 3 
Snake2387   Ladder1294  21259 -8261   -3 3 
Snake2388   Snake2033  3358 -19150   5 2 
Ladder2389   Ladder55  -14464 33283   -1 -3 
Snake2390   Ladder1775  -3708 157   0 3 
Ladder2391   Snake2247  1807 -15182   -1 -3 
Snake2392   Snake658  20949 13608   -2 2 
Ladder2393   Ladder1061  -10276 -12037   -4 -2 
Snake2394   Snake1315  -10877 -19279   5 5 
Snake2395   Snake1505  -1465 -22630   5 4 
Snake2396   Snake1108  27608 -5112   4 2 
Ladder2397   Ladder1438  20054 135   -5 -4 
Snake2398   Ladder1141  -10817 31253   -4 4 
Ladder2399   Snake811  19716 -10195   0 -5 
Snake2400   Ladder2129  20401 -20380   -5 4 
Ladder2401   Ladder1522  -9374 -27465   5 -1 
Snake2402   Snake688  9850 24022   3 1 
Snake2403   Ladder1555  -31367 -13938   5 4 
Snake2404   Ladder1065  391 42988   3 2 
Ladder2405   Ladder1251  -9323 1805   -5 -4 
Snake2406   Snake1258  -20994 -21613   5 3 
Snake2407   Snake1870  13208 -23093   0 1 
Ladder2408   Ladder1775  24190 14757   -3 -4 
Ladder2409   Snake1774  27968 -43962   2 -3 
Ladder2410   Ladder1900  -2107 36124   3 -2 
Ladder2411   Snake758  -7326 42950   -1 -1 
Ladder2412   Ladder1738  -28846 -4263   -5 -3 
Ladder2413   Snake2079  -18434 -24436   -4 -1 
Ladder2414   Snake2013  13554 -16102   -3 -4 
Snake2415   Snake1927  3047 19016   -3 4 
Snake2416   Snake1110  -5880 34852   4 2 
Snake2417   Ladder881  9348 37229   2 5 
Ladder2418   Ladder838  -19540 -14387   -5 -3 
Ladder2419   Snake1720  21348 265   2 -3 
Snake2420   Snake397  -9590 -17497   -3 5 
Snake2421   Snake2013  12565 24965   0 2 
Snake2422   Snake1856  -18843 20398   4 1 
Ladder2423   Ladder99  22479 2701   0 -2 
Ladder2424   Ladder1555  -8916 7202   -5 -3 
Snake2425   Snake2298  2084 50   2 1 
Ladder2426   Ladder2014  27207 14439   1 -1 
Ladder2427   Snake810  21625 13437   2 -4 
Snake2428   Ladder1536  11712 -8811   -4 3 
Ladder2429   Ladder509  2782 -18059   -5 -5 
Ladder2430   Ladder416  -18447 30388   -5 -3 
Snake2431   Snake370  -13486 14808   5 2 
Ladder2432   Snake708  9948 18778   3 -3 
Ladder2433   Snake1863  -27275 11608   1 -3 
Ladder2434   Snake1991  4068 942   4 -1 
Snake2435   Ladder424  -1559 3048   1 1 
Ladder2436   Ladder1683  -7252 6838   5 -1 
Ladder2437   Ladder309  428 11244   -1 -3 
Snake2438   Snake2183  850 -26262   -5 3 
Ladder2439   Snake585  15502 8874   2 -1 
Snake2440   Snake1840  34918 18021   -2 4 
Snake2441   Snake1552  17465 -14413   1 1 
Ladder2442   Ladder547  -1814 -34852   4 -2 
Ladder2443   Snake903  2228 -20063   5 -1 
Ladder2444   Snake1152  -23537 10657   -2 -1 
Ladder2445   Ladder1997  2329 -21   -3 -3 
Ladder2446   Ladder2157  -44730 37470   4 -2 
Snake2447   Ladder56  14007 -4451   4 2 
Ladder2448   Snake1189  -33768 31194   2 -3 
Ladder2449   Snake810  -4464 29375   3 -3 
Ladder2450   Ladder699  28787 11755   2 -4 
Snake2451   Ladder227  -19755 3973   -5 2 
Snake2452   Snake536  -7631 -1868   4 1 
Snake2453   Snake506  -1459 -13377   3 3 
Snake2454   Snake635  -7580 -4276   4 4 
Ladder2455   Ladder1658  19535 3956   3 -1 
Ladder2456   Snake719  24815 -22240   -3 -1 
Snake2457   Ladder881  -26620 39887   3 5 
Snake2458   Ladder356  5682 -4952   0 4 
Ladder2459   Ladder1116  41371 16638   -4 -1 
Ladder2460   Snake328  -3592 2861   -2 -3 
Ladder2461   Snake395  -9970 -4364   -4 -1 
Snake2462   Ladder1095  -20849 10331   2 4 
Ladder2463   Ladder6  -4615 -932   0 -2 
Snake2464   Ladder1682  691 17638   -1 1 
Snake2465   Snake1135  -20222 3819   1 2 
Ladder2466   Snake707  -3402 -8453   -4 -3 
Snake2467   Snake1030  10433 -27382   -3 1 
Ladder2468   Ladder1622  25403 -16013   -3 -3 
Snake2469   Snake136  39777 13585   4 5 
Ladder2470   Snake1628  -1071 37272   5 -5 
Ladder2471   Ladder460  34642 24916   4 -4 
Snake2472   Ladder323  8684 3264   2 1 
Ladder2473   Snake2336  -25130 -14036   -3 -4 
Snake2474   Snake94  -16908 -22419   2 1 
Ladder2475   Snake1864  10280 6503   -1 -2 
Ladder2476   Ladder1070  29773 -7467   -1 -4 
Ladder2477   Snake1651  -4869 -28935   0 -4 
Ladder2478   Snake977  22073 4008   5 -3 
Snake2479   Ladder1590  16660 29441   5 4 
Snake2480   Ladder379  -21639 -46288   2 1 
Ladder2481   Snake1567  -14349 3045   -5 -4 
Snake2482   Snake1950  -3679 9239   1 1 
Snake2483   Snake1939  -13241 -11496   1 3 
Ladder2484   Snake1840  9366 29436   -4 -4 
Snake2485   Ladder1845  24188 -23997   -4 3 
Snake2486   Ladder385  -35274 2469   -2 1 
Snake2487   Ladder970  8157 -25818   -5 2 
Ladder2488   Ladder845  27263 -18787   5 -4 
Ladder2489   Snake181  -20377 5355   -5 -4 
Ladder2490   Snake2462  33171 -718   0 -3 
Ladder2491   Snake1135  -26511 -11557   3 -2 
Snake2492   Ladder2050  6687 20219   1 4 
Snake2493   Ladder381  -3161 -2034   1 5 
Ladder2494   Snake543  37880 -10086   -2 -5 
Ladder2495   Snake2469  -23680 10741   -2 -1 
Snake2496   Ladder2230  -1585 40105   -1 1 
Snake2497   Snake2438  28975 19531   -5 3 
Snake2498   Snake1730  9848 8573   -4 4 
Ladder2499   Ladder1365  21903 -39526   1 -3 
Snake2500   Snake456  4718 5415   -3 3 
Ladder2501   Snake797  -6463 34658   2 -5 
Ladder2502   Ladder1048  19973 7794   2 -2 
Snake2503   Snake892  -34950 22478   -1 4 
Ladder2504   Snake1876  6461 -968   5 -3 
Ladder2505   Ladder2200  23615 7495   0 -3 
Ladder2506   Ladder116  15062 -12256   0 -1 
Ladder2507   Snake24  4319 -5578   -4 -3 
Snake2508   Snake118  6573 -25226   -1 5 
Ladder2509   Snake345  -15778 12921   3 -3 
Snake2510   Ladder630  2662 5573   4 3 
Ladder2511   Snake1189  -6332 11786   4 -2 
Ladder2512   Snake761  25925 -20542   -4 -3 
Snake2513   Ladder826  22643 -27910   4 1 
Snake2514   Snake610  -708 -25916   -3 2 
Snake2515   Snake2072  -17649 -85   3 2 
Ladder2516   Ladder2384  12056 -20401   -2 -4 
Ladder2517   Snake1696  -12172 14189   5 -1 
Snake2518   Snake1403  25182 3823   0 2 
Ladder2519   Ladder1540  -8839 34121   5 -4 
Ladder2520   Ladder1911  20915 6533   1 -3 
Snake2521   Snake187  12146 -31217   4 5 
Ladder2522   Ladder198  -21695 1341   0 -1 
Ladder2523   Ladder2139  -22684 15262   3 -5 
Snake2524   Snake1979  -7575 -1391   -4 5 
Ladder2525   Ladder950  15244 -27630   3 -3 
Snake2526   Ladder31  -10879 8563   4 4 
Ladder2527   Snake1733  46933 -6780   -1 -4 
Ladder2528   Ladder2263  -14144 20378   3 -3 
Snake2529   Snake1614  -12089 -33714   4 4 
Ladder2530   Ladder2157  -12065 15100   2 -1 
Snake2531   Snake1644  -14634 -29716   0 1 
Snake2532   Ladder1378  5408 32548   -2 4 
Snake2533   Snake1150  12711 18096   -2 3 
Snake2534   Ladder687  -2616 16016   -3 1 
Ladder2535   Snake956  -31333 -10749   -2 -4 
Ladder2536   Ladder2184  -8108 38823   -4 -5 
Snake2537   Ladder1963  -2882 -6164   -5 1 
Snake2538   Snake2303  1558 -19831   -1 1 
Snake2539   Snake514  -12313 2291   -2 2 
Snake2540   Snake783  -40373 21678   -5 4 
Ladder2541   Snake1359  15693 32370   5 -5 
Ladder2542   Ladder769  38880 19810   -2 -1 
Snake2543   Ladder258  -19438 -16430   5 2 
Snake2544   Ladder26  -388 -15009   4 2 
Snake2545   Ladder1796  -14274 -1921   -3 3 
Snake2546   Ladder931  -7396 -8531   -5 5 
Snake2547   Ladder26  -16594 -6315   -3 2 
Ladder2548   Snake2447  -19883 11948   3 -3 
Snake2549   Ladder1777  -1936 -22951   1 3 
Ladder2550   Ladder1362  667 -22784   4 -1 
Snake2551   Ladder1804  -15644 -6171   -4 3 
Ladder2552   Ladder1917  34593 -18565   0 -5 
Snake2553   Snake1664  30442 -18852   5 2 
Ladder2554   Snake1117  -14948 -11052   -2 -1 
Snake2555   Ladder252  -31103 -18060   -1 4 
Ladder2556   Snake951  -32592 1801   -1 -3 
Ladder2557   Ladder1813  39212 -3960   -2 -5 
Ladder2558   Snake137  -27131 5704   2 -1 
Snake2559   Snake397  -41834 -7079   -4 5 
Snake2560   Ladder483  -23156 -34442   5 2 
Snake2561   Ladder62  3071 10922   4 3 
Snake2562   Snake484  3915 39368   2 2 
Ladder2563   Ladder39  20525 -13704   3 -3 
Ladder2564   Ladder1394  -22612 12792   2 -1 
Snake2565   Snake2145  -7379 -21558   -2 2 
Ladder2566   Ladder423  13147 21924   -3 -1 
Snake2567   Snake1158  17258 1649   5 5 
Ladder2568   Ladder535  9641 -16070   3 -2 
Snake2569   Snake1583  -11176 -18279   5 2 
Ladder2570   Snake1031  5410 14880   4 -2 
Ladder2571   Snake488  29548 11609   -4 -5 
Snake2572   Snake275  -1612 3467   -4 2 
Ladder2573   Ladder1940  42434 20324   2 -3 
Snake2574   Ladder2263  -15276 4039   4 4 
Ladder2575   Ladder532  20440 -22874   -3 -5 
Ladder2576   Ladder297  -17988 -12338   3 -2 
Ladder2577   Snake811  41110 -19190   0 -4 
Ladder2578   Snake2125  -3871 -6751   4 -4 
Ladder2579   Ladder2042  43409 15395   -4 -1 
Snake2580   Ladder2505  -18121 25351   -4 1 
Ladder2581   Snake2161  41169 30261   5 -5 
Snake2582   Snake2141  30154 7421   -4 5 
Ladder2583   Ladder2401  -12626 -3409   -4 -5 
Ladder2584   Snake250  -23222 -2634   2 -3 
Ladder2585   Ladder546  -9548 10363   -2 -2 
Snake2586   Snake686  13314 -27667   0 1 
Ladder2587   Ladder770  -34157 -29019   -2 -1 
Ladder2588   Ladder1700  -30387 4852   2 -2 
Ladder2589   Ladder682  6045 -32470   -3 -1 
Ladder2590   Ladder1581  -7123 2674   -1 -5 
Snake2591   Ladder970  -2833 5904   -3 1 
Snake2592   Ladder1298  -25529 34491   2 1 
Snake2593   Ladder1718  -32179 -36172   0 3 
Ladder2594   Ladder31  -4737 -11101   -3 -5 
Ladder2595   Ladder1921  14724 33972   3 -5 
Ladder2596   Snake1306  -10674 484   3 -4 
Snake2597   Snake1422  6411 17932   3 3 
Snake2598   Ladder223  -32339 45007   1 3 
Ladder2599   Snake1967  -31610 -14952   -3 -4 
Ladder2600   Snake903  7516 -2434   3 -3 
Snake2601   Ladder2316  24863 -7820   -2 4 
Snake2602   Ladder676  -1229 37873   3 5 
Snake2603   Snake1769  15374 -14620   1 5 
Snake2604   Snake86  29491 -13783   4 4 
Snake2605   Ladder612  557 -45128   -4 5 
Ladder2606   Snake1864  -13060 31461   3 -1 
Ladder2607   Ladder580  38913 13254   -5 -3 
Snake2608   Ladder433  -18236 19535   1 1 
Ladder2609   Snake2258  -17156 17954   -2 -5 
Ladder2610   Snake1642  -15268 -18412   3 -4 
Snake2611   Snake2529  -31784 25486   -2 4 
Snake2612   Ladder2429  -937 8550   -3 1 
Ladder2613   Snake1148  -6824 -18245   0 -5 
