# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Ladder590   Ladder542  2775 6726   -1 -5 
Ladder591   Ladder166  2857 3005   5 -3 
Snake592   Snake195  4598 -1532   2 1 
Snake593   Ladder303  -2007 822   -5 5 
Ladder594   Ladder107  2709 6274   -5 -5 
Ladder595   Snake383  -5218 2883   -4 -5 
Ladder596   Snake132  3705 2571   5 -3 
Snake597   Snake412  -1879 -371   -4 1 
Snake598   Ladder159  7258 4773   3 5 
Ladder599   Ladder396  756 -5317   0 -2 
Ladder600   Ladder537  2822 -3097   -2 -1 
Snake601   Ladder176  -7338 -2483   -1 3 
Ladder602   Ladder584  4522 1866   5 -1 
Ladder603   Ladder0  -3356 -933   -5 -5 
Snake604   Snake532  7172 3419   4 4 
Ladder605   Snake68  6342 601   0 -3 
Ladder606   Ladder261  771 -2398   1 -1 
Ladder607   Ladder335  8496 -2888   -5 -3 
Ladder608   Snake485  2170 6708   0 -1 
Snake609   Ladder310  293 2868   3 2 
Snake610   Ladder219  1154 -2690   -2 5 
Ladder611   Snake7  -2138 2514   -5 -2 
Ladder612   Snake593  1811 -216   -4 -2 
Ladder613   Ladder271  562 -940   2 -4 
Ladder614   Snake254  -8355 -2505   -3 -1 
Ladder615   Ladder421  -6942 -1929   0 -5 
Ladder616   Ladder523  -971 -500   -4 -2 
Ladder617   Ladder313  614 2087   5 -5 
Ladder618   Snake263  2963 -2266   5 -1 
Ladder619   Ladder56  -3531 -4063   1 -5 
Ladder620   Ladder215  4169 -3092   -2 -2 
Snake621   Ladder419  2252 1367   1 1 
Ladder622   Snake96  -2930 6752   4 -3 
Snake623   Snake237  5842 -2846   -5 2 
Snake624   Ladder459  9486 480   -1 2 
Snake625   Ladder90  -8478 2414   0 3 
Ladder626   Snake598  -8260 -2648   2 -2 
Ladder627   Snake66  -6936 989   3 -5 
Snake628   Ladder475  2896 2877   -1 5 
Snake629   Snake199  -765 -7259   -4 1 
Snake630   Snake466  455 722   -1 3 
Snake631   Ladder401  -110 1168   2 3 
Snake632   Ladder116  -3736 1728   4 1 
Ladder633   Ladder74  1927 1720   -4 -4 
Snake634   Snake402  1823 2671   1 5 
Snake635   Ladder559  2192 2599   2 1 
Snake636   Ladder292  -824 -2326   -5 1 
Ladder637   Snake70  2014 -3781   5 -5 
Snake638   Ladder210  556 182   4 5 
Ladder639   Ladder462  5195 -641   0 -2 
Snake640   Snake566  -3318 -1779   -3 3 
Ladder641   Snake29  -1730 -329   0 -3 
Ladder642   Ladder376  1492 1376   -4 -2 
Snake643   Snake55  5065 -2307   -4 5 
Snake644   Ladder521  6733 414   1 2 
Ladder645   Snake278  4302 351   -3 -5 
Snake646   Ladder642  -1272 2713   1 5 
Snake647   Snake560  2114 -2438   -2 2 
Ladder648   Ladder26  4033 -1003   -2 -3 
Ladder649   Ladder395  -344 -2818   0 -3 
Ladder650   Ladder455  -5534 1634   4 -5 
Snake651   Ladder573  5217 -7684   -1 2 
Ladder652   Ladder342  -82 -4004   -5 -3 
Ladder653   Ladder434  -5535 -4006   3 -4 
Ladder654   Ladder28  7455 1278   1 -4 
Ladder655   Snake370  1232 15   4 -1 
Ladder656   Snake182  -797 -1535   5 -4 
Ladder657   Snake163  -2811 2572   4 -5 
Snake658   Ladder387  -3762 -3215   5 3 
Snake659   Snake164  -3172 3997   1 2 
Snake660   Ladder425  -423 -889   -5 3 
Ladder661   Snake263  4472 -5422   -4 -3 
Snake662   Snake158  -1690 1396   1 3 
Ladder663   Snake79  -5284 -975   -2 -1 
Ladder664   Ladder360  -1775 161   -3 -2 
Ladder665   Snake593  -4590 1318   1 -3 
Ladder666   Ladder661  -129 1190   -5 -5 
Ladder667   Snake634  147 -6990   -2 -5 
Snake668   Ladder465  -663 -3749   1 5 
Ladder669   Ladder385  839 -1203   2 -2 
Ladder670   Ladder622  3129 -3442   -1 -4 
Snake671   Snake234  2891 2807   -1 3 
Snake672   Ladder584  5152 -3642   0 1 
Snake673   Snake154  3539 -1292   -4 5 
Ladder674   Ladder577  -4446 3542   -5 -4 
Ladder675   Snake636  -5140 2805   3 -3 
Snake676   Ladder89  -5808 -1605   1 4 
Ladder677   Snake315  1476 771   -2 -1 
Ladder678   Snake325  -4831 6401   -4 -1 
Snake679   Ladder478  -992 -3679   -3 1 
Ladder680   Ladder488  -6008 1747   -3 -4 
Snake681   Snake302  -5717 5072   1 5 
Snake682   Snake496  5226 -2501   3 1 
Snake683   Ladder548  2945 -570   -3 5 
Snake684   Ladder483  1443 7647   4 5 
Ladder685   Ladder493  915 -4403   -5 -5 
Ladder686   Snake102  -1733 -106   -3 -4 
Snake687   Snake446  8079 -4322   3 5 
Ladder688   Snake315  -1006 6450   -5 -3 
Snake689   Snake147  9025 -4735   -3 1 
Snake690   Ladder450  -125 -3161   -4 2 
Ladder691   Ladder216  268 -46   0 -5 
Snake692   Snake547  2816 -929   2 1 
Snake693   Snake439  -1604 -7421   3 1 
Snake694   Ladder49  -4825 -2956   -1 3 
Snake695   Ladder661  3117 519   2 3 
Ladder696   Ladder418  5875 625   1 -2 
Ladder697   Snake437  5749 -2321   -2 -5 
Snake698   Ladder369  -2002 -1457   -2 3 
Snake699   Ladder498  1120 1239   -4 4 
Snake700   Ladder440  4204 4324   2 3 
Snake701   Ladder620  -1918 3357   5 1 
Ladder702   Snake87  -124 -312   5 -3 
Snake703   Ladder656  5063 3121   3 4 
Ladder704   Ladder194  4715 -6121   2 -3 
Ladder705   Ladder130  3528 7578   4 -5 
Snake706   Snake583  -3326 -2978   -1 2 
Ladder707   Ladder217  2029 2571   3 -5 
Snake708   Snake200  711 -4438   -2 3 
Ladder709   Ladder78  7890 6278   0 -2 
Snake710   Ladder220  8188 6146   -1 1 
Snake711   Snake646  3623 -3201   1 1 
Snake712   Snake517  -5720 -1932   -5 1 
Ladder713   Ladder425  1372 -7267   -3 -5 
Snake714   Snake323  3612 -3731   4 4 
Snake715   Ladder28  6218 2080   5 4 
Snake716   Ladder367  10 5719   -3 1 
Ladder717   Ladder331  2422 -4682   -3 -1 
Ladder718   Snake290  232 -5390   0 -3 
Snake719   Snake336  3458 1280   3 5 
Snake720   Snake673  -1549 -1601   0 1 
Snake721   Snake42  826 4762   4 2 
Snake722   Ladder13  6609 148   -2 1 
Snake723   Ladder139  3146 947   1 3 
Ladder724   Snake154  476 -1750   3 -1 
Ladder725   Snake420  -9328 7902   -1 -3 
Ladder726   Ladder177  4173 2017   2 -2 
Snake727   Snake634  -5785 -7379   -1 2 
Ladder728   Snake186  -1086 -4387   0 -1 
Ladder729   Snake700  -5960 831   0 -2 
Ladder730   Snake81  -1656 3117   -1 -3 
Snake731   Ladder438  -167 -945   2 1 
Ladder732   Snake621  -2089 -1869   -1 -4 
Ladder733   Ladder372  -4026 4940   3 -1 
Snake734   Ladder650  5452 -6562   0 5 
Ladder735   Ladder100  299 1324   -3 -3 
Ladder736   Snake196  2630 -448   -5 -1 
Snake737   Ladder454  3939 -144   4 5 
Snake738   Snake723  -2962 88   -5 3 
Snake739   Snake723  828 4561   -4 3 
Ladder740   Snake378  5082 1939   -4 -1 
Ladder741   Ladder520  -4451 -5678   0 -3 
Snake742   Ladder34  4941 -16   -2 1 
Snake743   Snake222  5075 6   -4 4 
Ladder744   Ladder599  5557 -1356   -4 -2 
Ladder745   Ladder148  2296 1714   3 -5 
Snake746   Snake451  1031 -1782   -3 5 
Ladder747   Snake495  -4173 -2408   -4 -4 
Snake748   Snake70  -4137 -1722   -2 2 
Snake749   Snake530  968 -2398   5 4 
Snake750   Ladder622  -1007 -5476   5 4 
Snake751   Ladder307  -4797 -6212   5 3 
Snake752   Ladder328  -3380 -5831   -2 3 
Snake753   Ladder277  329 -260   2 5 
Snake754   Snake560  -5925 -1290   -3 5 
Ladder755   Snake86  19 -4866   3 -1 
Snake756   Ladder456  -1915 -4432   1 2 
Ladder757   Snake77  3684 2547   -2 -3 
Ladder758   Ladder570  240 2983   -2 -1 
Ladder759   Snake98  -4436 -986   2 -5 
Snake760   Snake378  7038 -3066   -1 3 
Snake761   Snake66  -6188 -1233   -1 3 
Ladder762   Ladder92  -347 4303   0 -2 
Snake763   Ladder361  -3342 1991   -3 2 
Snake764   Snake37  206 4121   4 2 
Snake765   Snake409  -1239 -3416   5 1 
Snake766   Snake305  -5250 6900   5 5 
Ladder767   Ladder393  909 -1382   0 -2 
Ladder768   Ladder619  -2840 -2253   -2 -2 
Snake769   Snake94  2873 4073   -1 2 
Ladder770   Snake10  -1671 481   -4 -5 
Ladder771   Snake433  -2552 -162   -3 -2 
Snake772   Snake753  868 4159   3 3 
Snake773   Snake373  947 849   4 4 
Snake774   Ladder527  -4676 2314   2 2 
Snake775   Ladder101  -4277 -6655   3 5 
Ladder776   Ladder612  -307 830   0 -1 
Snake777   Ladder233  -1637 650   -2 4 
Snake778   Snake53  4234 4006   -4 5 
Ladder779   Ladder352  2885 -4341   1 -4 
Snake780   Ladder459  1889 3678   -5 5 
Ladder781   Ladder19  -7985 1418   5 -2 
Snake782   Ladder397  -5024 2621   -3 5 
Snake783   Ladder511  771 -843   -1 2 
Snake784   Ladder365  -1195 -4330   0 4 
Ladder785   Ladder291  -1061 -4503   -1 -4 
Ladder786   Ladder151  2911 -61   -4 -5 
Snake787   Snake416  -6812 1099   -2 2 
Ladder788   Ladder101  -6382 -5218   0 -2 
Ladder789   Snake777  -2352 -5188   -4 -3 
Snake790   Ladder589  777 656   -2 4 
Ladder791   Snake780  4332 -5506   -1 -3 
Snake792   Ladder78  8548 -707   4 5 
Snake793   Snake470  -4982 -1978   -3 4 
Snake794   Snake754  1782 -1707   5 4 
Ladder795   Ladder244  -1697 -2234   5 -4 
Snake796   Snake237  4777 -3608   -4 2 
Snake797   Snake630  2409 -795   -5 4 
Snake798   Snake317  4863 -3029   1 1 
Snake799   Snake53  4852 6278   5 3 
Snake800   Ladder329  1080 -2082   -2 1 
Ladder801   Ladder432  -2008 4844   3 -5 
Ladder802   Snake72  -1002 2917   -3 -4 
Snake803   Ladder436  -8993 7690   -2 3 
Snake804   Ladder67  7601 -1807   3 5 
Snake805   Snake317  4365 2408   -5 1 
Ladder806   Snake792  -5887 2739   -5 -3 
Ladder807   Snake96  4200 7985   1 -1 
Ladder808   Snake134  -2513 -8242   -1 -5 
Snake809   Snake773  3765 -2177   -2 5 
Ladder810   Ladder303  -8544 2103   -4 -2 
Ladder811   Snake640  -718 -755   2 -4 
Snake812   Ladder442  1651 -1487   4 4 
Snake813   Snake389  5805 8041   -4 4 
Snake814   Snake761  6821 1552   -1 2 
Ladder815   Ladder788  5516 5335   -4 -1 
Snake816   Ladder148  -763 1242   2 4 
Snake817   Snake625  8458 453   -2 3 
Snake818   Ladder248  1954 -8782   2 1 
Ladder819   Ladder762  4122 -5600   2 -3 
Ladder820   Ladder667  -826 3798   4 -2 
Ladder821   Ladder59  9011 2742   -2 -1 
Snake822   Snake340  -367 1404   -2 3 
Ladder823   Snake510  -6995 5400   -4 -2 
Snake824   Snake679  4861 554   1 3 
Ladder825   Ladder502  -5773 -1141   -3 -4 
Ladder826   Ladder34  2851 -355   1 -4 
Snake827   Ladder374  -2800 3141   -4 4 
Ladder828   Ladder91  -2742 -5271   1 -1 
Ladder829   Ladder502  -4947 -950   2 -3 
Snake830   Ladder213  -4830 4185   0 4 
Snake831   Ladder229  278 -6335   -5 5 
Snake832   Ladder82  3388 -834   -3 2 
Ladder833   Ladder189  -4737 -8554   -1 -2 
Snake834   Snake38  1010 -4694   1 1 
Ladder835   Ladder282  4983 6567   4 -5 
Ladder836   Snake593  2495 5235   5 -4 
Ladder837   Ladder374  -7936 1082   4 -1 
Snake838   Snake551  -1840 2290   -1 1 
Snake839   Ladder90  -4588 -117   -1 2 
Ladder840   Ladder675  2509 1162   -1 -5 
Ladder841   Snake29  -2288 2569   -1 -4 
Ladder842   Ladder407  1743 -1216   4 -2 
Snake843   Snake794  -2256 -1813   0 2 
Snake844   Snake108  -4355 3768   -3 3 
Ladder845   Snake399  -1654 5867   1 -4 
Snake846   Snake778  -3984 -3165   -1 5 
Ladder847   Ladder225  -800 2153   2 -2 
Snake848   Ladder709  -4171 -2264   -5 3 
Snake849   Ladder717  -1819 2825   -4 1 
Snake850   Snake172  -2662 -2395   -1 2 
Ladder851   Ladder298  -223 2517   3 -1 
Ladder852   Snake838  2411 -5244   -3 -3 
Snake853   Ladder407  -1355 1478   5 5 
Snake854   Ladder80  -3687 3875   2 1 
Ladder855   Ladder819  -2619 3396   0 -5 
Ladder856   Snake844  426 -2099   2 -4 
Snake857   Snake104  -802 -2827   1 1 
Ladder858   Snake716  1856 -600   0 -2 
Ladder859   Ladder331  3681 -4159   -5 -2 
Snake860   Ladder327  2923 -2530   2 4 
Snake861   Ladder835  1014 -4239   -3 5 
Ladder862   Ladder390  -4619 -3864   4 -4 
Ladder863   Ladder696  1648 -4253   0 -4 
Snake864   Ladder542  405 3695   -2 4 
Ladder865   Ladder828  1334 7213   2 -4 
Snake866   Ladder498  -3675 2746   -5 4 
Ladder867   Snake597  -6642 -2380   2 -5 
Snake868   Snake443  -4767 -1245   -1 1 
Ladder869   Snake508  3273 875   1 -4 
Snake870   Snake398  3820 -8487   2 2 
Ladder871   Snake200  -4144 -5473   -3 -5 
Ladder872   Snake439  2022 -6857   -2 -5 
Snake873   Snake610  1516 -3613   -1 3 
Snake874   Snake458  -4665 -3813   5 2 
Snake875   Snake492  -2586 5064   1 1 
Snake876   Ladder140  -1377 3482   3 5 
Snake877   Ladder11  6326 -2445   5 3 
Ladder878   Snake163  -1135 6745   -2 -1 
Ladder879   Snake512  8497 -8962   2 -5 
Snake880   Ladder859  -1688 752   -3 1 
Snake881   Snake150  7179 -160   4 1 
Ladder882   Ladder819  -4854 5445   -1 -3 
Ladder883   Ladder387  -2472 -4895   4 -3 
Snake884   Ladder435  1091 -3485   3 5 
Ladder885   Snake500  3820 -763   -1 -4 
Snake886   Ladder403  -7941 7014   -1 4 
Snake887   Snake346  -168 841   5 4 
Snake888   Ladder19  -7100 -121   5 2 
Snake889   Snake316  3563 -1891   -3 2 
Ladder890   Ladder696  2234 1545   5 -3 
Ladder891   Snake9  3370 -6095   1 -3 
Ladder892   Snake722  -6193 2773   0 -2 
Ladder893   Snake414  -2630 2925   -5 -2 
Ladder894   Snake460  -1694 646   -5 -1 
Ladder895   Snake694  -936 5974   4 -3 
Snake896   Snake857  -2583 1025   5 3 
Snake897   Snake583  786 137   -1 4 
Ladder898   Ladder262  -1850 -8543   -2 -2 
Ladder899   Snake689  -8415 -1826   -3 -2 
Snake900   Snake134  2637 -6226   -5 5 
Ladder901   Ladder859  1624 4966   -2 -1 
Ladder902   Snake175  -5310 5643   -5 -4 
Ladder903   Ladder678  3959 -4930   -2 -5 
Snake904   Snake305  2005 3234   1 2 
Ladder905   Snake636  423 6369   -3 -1 
Ladder906   Snake592  -4128 8272   3 -3 
Snake907   Snake874  2785 1484   -5 3 
Snake908   Ladder444  -6367 -7580   -1 1 
Ladder909   Snake877  -6219 3879   5 -1 
Snake910   Ladder718  67 -1536   -1 3 
Ladder911   Ladder543  -1646 -3746   -2 -3 
Snake912   Snake338  464 -4532   1 5 
Snake913   Snake186  -1211 -1901   5 2 
Ladder914   Ladder129  -4729 709   -3 -3 
Snake915   Ladder502  -1470 5912   2 2 
Ladder916   Ladder215  4500 2560   -1 -4 
Snake917   Ladder194  -722 -3683   1 3 
Snake918   Ladder582  748 640   -4 5 
Ladder919   Ladder11  168 -4922   -4 -2 
Ladder920   Snake609  1780 -9351   -5 -4 
Ladder921   Ladder318  615 3073   -3 -4 
Ladder922   Snake539  -6656 -4395   -4 -4 
Ladder923   Snake190  6624 1082   0 -5 
Snake924   Ladder418  2142 -4486   0 1 
Ladder925   Ladder893  5869 3392   5 -1 
Ladder926   Ladder518  -7251 -7128   5 -1 
Ladder927   Snake510  -672 2559   -5 -4 
Ladder928   Ladder219  -1541 -3881   -3 -2 
Ladder929   Snake505  7805 -3656   -3 -2 
Snake930   Ladder909  2590 -8875   0 5 
Snake931   Snake257  -4059 1287   -4 3 
Ladder932   Snake775  930 2670   -3 -3 
Snake933   Ladder565  -117 -5004   2 4 
Snake934   Snake793  -3369 3265   -1 3 
Snake935   Snake766  3781 -2573   2 3 
Snake936   Ladder927  -261 -391   -1 4 
Ladder937   Ladder522  7459 5125   -3 -4 
Ladder938   Snake39  -4520 -7245   3 -2 
Snake939   Ladder393  -4524 -288   2 4 
Ladder940   Ladder626  7524 45   2 -4 
Snake941   Ladder418  5200 3021   -1 2 
Ladder942   Snake907  -3258 1472   -3 -5 
Ladder943   Snake792  -488 2786   -2 -2 
Ladder944   Ladder197  -7685 -2728   -2 -3 
Snake945   Ladder215  8474 -5432   -2 5 
Snake946   Ladder90  -616 2288   -5 1 
Ladder947   Ladder430  2889 -307   -5 -2 
Ladder948   Ladder425  -2727 -6214   5 -3 
Ladder949   Snake628  -633 6   -1 -5 
Ladder950   Snake880  -11 4302   -3 -1 
Ladder951   Ladder59  944 -1043   5 -4 
Ladder952   Snake884  -5690 9226   -4 -1 
Snake953   Ladder572  251 4923   -1 3 
Snake954   Snake83  -6878 1588   3 2 
Ladder955   Ladder590  -3025 -4863   5 -3 
Snake956   Snake253  -2835 2903   -1 3 
Ladder957   Ladder835  -3726 -4455   1 -3 
Ladder958   Ladder64  1167 3878   -2 -2 
Snake959   Snake689  -736 1476   1 4 
Ladder960   Ladder114  990 -7127   5 -4 
Snake961   Ladder757  -4865 -3188   5 3 
Snake962   Snake900  -2725 788   -4 2 
Ladder963   Ladder101  -6522 -4968   -5 -5 
Ladder964   Ladder45  619 8443   5 -4 
Snake965   Ladder732  6329 4585   -5 4 
Ladder966   Ladder571  6019 2913   -5 -4 
Ladder967   Snake226  -6846 -6376   5 -5 
Ladder968   Snake500  -2881 -2139   2 -2 
Snake969   Ladder250  3811 -5145   2 3 
Ladder970   Ladder755  6428 -640   -4 -5 
Snake971   Ladder656  3084 -502   5 5 
Ladder972   Ladder579  -656 759   0 -2 
Ladder973   Ladder312  -900 974   1 -2 
Snake974   Ladder865  4742 -9428   -5 1 
Snake975   Snake816  -3787 4628   5 2 
Ladder976   Ladder18  -5943 1388   0 -1 
Snake977   Ladder518  -5684 -1904   4 3 
Snake978   Ladder142  6404 1654   4 2 
Snake979   Ladder776  -1340 6949   3 2 
Ladder980   Ladder438  -1419 1974   -4 -1 
Snake981   Snake144  3735 -8755   1 1 
Snake982   Ladder649  -1256 -3247   -1 3 
Snake983   Ladder277  -2137 1190   -5 3 
Ladder984   Ladder858  809 -2022   4 -2 
Snake985   Ladder313  -2076 -2510   2 3 
Snake986   Ladder229  599 -329   0 5 
Ladder987   Ladder745  -221 856   1 -1 
Snake988   Ladder494  4826 -2147   -3 2 
Snake989   Ladder469  -1983 -1890   -4 2 
Ladder990   Ladder114  -5944 -1310   1 -3 
Ladder991   Snake924  3446 1545   -2 -5 
Snake992   Ladder579  -6937 1729   4 5 
Ladder993   Ladder273  -3261 -499   3 -4 
Ladder994   Ladder481  4914 1403   5 -1 
Snake995   Snake398  -3812 -8952   0 4 
Ladder996   Snake161  7178 -1613   -5 -1 
Ladder997   Snake296  -5539 6391   -5 -5 
Ladder998   Snake441  -1254 1034   1 -5 
Snake999   Ladder595  -920 -3470   1 3 
Snake1000   Snake346  -2299 4779   0 3 
Ladder1001   Ladder955  9002 4568   0 -1 
Ladder1002   Ladder401  173 7427   0 -4 
Snake1003   Ladder478  3554 -2829   1 5 
Ladder1004   Snake701  5887 650   5 -3 
Ladder1005   Ladder997  -856 206   2 -5 
Snake1006   Snake263  780 -7078   -2 5 
Ladder1007   Ladder883  -5960 1298   -1 -2 
Ladder1008   Snake500  -195 4434   2 -3 
Snake1009   Ladder211  -5664 3301   3 1 
Ladder1010   Snake783  -4083 -1999   0 -3 
Ladder1011   Ladder423  -1462 -1130   -2 -2 
Snake1012   Ladder259  -233 2325   4 5 
Ladder1013   Snake853  -2180 612   2 -2 
Snake1014   Snake484  -811 -2994   -3 3 
Snake1015   Snake812  -2189 1339   4 1 
Snake1016   Snake200  -4001 -4035   -2 1 
Snake1017   Ladder303  -4578 7287   -1 1 
Ladder1018   Snake981  -3467 7376   0 -2 
Ladder1019   Snake226  -7104 -5497   0 -1 
Ladder1020   Snake839  -114 3569   -4 -2 
Snake1021   Ladder613  -3750 -2019   3 2 
Snake1022   Ladder352  -1390 382   -2 1 
Snake1023   Snake221  -6784 6850   1 1 
Snake1024   Snake687  -7059 2666   -3 5 
Ladder1025   Snake1009  5789 -1082   -1 -3 
Ladder1026   Snake135  7087 -7088   4 -3 
Snake1027   Ladder725  8384 -9196   -3 2 
Ladder1028   Snake530  -2594 -6705   5 -4 
Ladder1029   Snake340  -1522 -481   1 -1 
Snake1030   Snake506  7177 569   5 2 
Snake1031   Snake460  992 2096   2 4 
Snake1032   Ladder245  -6767 -5064   4 4 
Ladder1033   Snake790  2649 -907   2 -4 
Ladder1034   Snake698  -255 -3925   -3 -1 
Snake1035   Ladder865  6431 -9330   -3 5 
Ladder1036   Snake915  -1294 -3278   5 -4 
Snake1037   Ladder493  5327 -136   0 2 
Snake1038   Ladder955  7 4144   0 5 
Ladder1039   Snake179  3464 -6713   -5 -1 
Ladder1040   Snake799  316 -2935   -3 -1 
Ladder1041   Ladder162  -6360 8275   4 -1 
Ladder1042   Ladder136  7235 -5037   3 -4 
Snake1043   Snake748  2323 545   -5 5 
Snake1044   Snake1038  2849 -1198   -3 1 
Snake1045   Ladder271  2708 -3139   -5 4 
Snake1046   Snake394  1616 -1906   1 1 
Ladder1047   Ladder865  5434 -2632   -5 -2 
Ladder1048   Ladder1019  4240 67   3 -4 
Ladder1049   Ladder238  923 -378   2 -1 
Snake1050   Snake918  6386 902   -4 4 
Snake1051   Snake208  -4916 -113   -5 4 
Ladder1052   Snake509  3765 -2833   2 -4 
Ladder1053   Snake144  5243 -2989   -3 -2 
Snake1054   Snake560  -2120 -2209   -2 3 
Ladder1055   Ladder565  8934 -6109   -5 -4 
Ladder1056   Ladder641  2385 -3543   3 -1 
Snake1057   Snake222  88 -1946   -3 5 
Snake1058   Ladder261  4653 -4735   4 3 
Ladder1059   Snake416  -7286 -2003   5 -5 
Snake1060   Snake510  1963 3384   -3 3 
Snake1061   Snake848  -3881 1666   -2 4 
Snake1062   Snake805  2440 -1101   0 2 
Snake1063   Ladder478  -602 -8553   1 3 
Snake1064   Ladder786  -1011 2406   -1 3 
Snake1065   Snake15  -911 -196   4 1 
Ladder1066   Ladder691  -8242 6553   -4 -1 
Snake1067   Ladder730  1378 584   -2 2 
Ladder1068   Ladder656  3236 1648   3 -2 
Snake1069   Snake184  2502 2409   1 1 
Ladder1070   Snake254  -6676 1013   0 -3 
Snake1071   Snake684  -1167 218   -3 3 
Ladder1072   Snake574  412 -2651   -5 -1 
Ladder1073   Snake874  2853 -908   2 -4 
Ladder1074   Snake672  -5727 5416   -4 -1 
Ladder1075   Ladder176  -6311 -775   5 -5 
Ladder1076   Ladder335  6033 -2491   -3 -1 
Ladder1077   Snake1009  -1328 11   0 -3 
Ladder1078   Snake711  -4227 4281   3 -5 
Snake1079   Snake824  1492 919   -2 4 
Ladder1080   Snake546  -2277 -3303   -5 -4 
Snake1081   Snake324  -1112 -8082   2 3 
Snake1082   Snake644  -8820 713   3 4 
Ladder1083   Ladder298  3858 1752   -5 -4 
Ladder1084   Ladder408  -320 -3166   0 -1 
Ladder1085   Snake689  -6604 3456   4 -2 
Snake1086   Snake824  -2811 -5261   2 3 
Ladder1087   Snake58  -6678 5544   -1 -1 
Snake1088   Ladder275  -6978 -1460   -4 3 
Snake1089   Snake671  1223 -2723   -4 2 
Snake1090   Snake103  3832 -2065   1 3 
Ladder1091   Snake470  -5791 -2082   2 -1 
Ladder1092   Snake636  -3171 2563   5 -2 
Ladder1093   Ladder4  -3222 -2119   -1 -2 
Snake1094   Ladder140  -5146 4207   3 3 
Snake1095   Snake772  -1189 -3851   -5 4 
Ladder1096   Snake868  2149 1538   2 -3 
Snake1097   Ladder810  4328 5493   -4 3 
Ladder1098   Snake1006  8122 8709   4 -4 
Ladder1099   Snake121  716 4976   4 -4 
Snake1100   Ladder596  -2814 -4158   -1 2 
Snake1101   Ladder21  -3947 -2164   2 4 
Ladder1102   Ladder571  7169 4939   -5 -4 
Snake1103   Snake643  -2867 449   -1 3 
Snake1104   Snake171  -510 -1614   -2 5 
Snake1105   Ladder919  4606 5837   0 2 
Ladder1106   Ladder836  -1399 -4006   -2 -5 
Snake1107   Ladder770  1355 3549   4 3 
Ladder1108   Ladder759  -355 6903   -5 -3 
Ladder1109   Ladder1002  -8010 -7339   -1 -2 
Snake1110   Ladder418  1793 -1027   -2 2 
Snake1111   Ladder170  -461 -6176   3 5 
Ladder1112   Ladder493  4207 -7266   -4 -2 
Ladder1113   Snake237  -2605 -931   2 -3 
Snake1114   Ladder580  7866 -3801   1 1 
Snake1115   Snake173  -4991 2910   3 4 
Snake1116   Snake881  -248 -1060   3 1 
Ladder1117   Ladder922  487 -798   -3 -3 
Ladder1118   Snake88  -1073 -2568   1 -2 
Ladder1119   Ladder92  -3172 6587   -3 -1 
Ladder1120   Ladder187  -8499 4887   0 -2 
Snake1121   Ladder80  -1579 3071   -1 2 
Snake1122   Ladder106  2874 846   5 3 
Ladder1123   Ladder457  -4902 -5432   -5 -4 
Snake1124   Snake910  -1275 4633   5 3 
Ladder1125   Snake760  -4956 1714   0 -1 
Snake1126   Snake541  3092 728   -1 3 
Ladder1127   Ladder697  2462 3040   -1 -4 
Snake1128   Ladder82  3574 -1649   5 2 
Snake1129   Ladder837  -340 -2890   -3 4 
Ladder1130   Ladder17  222 -17   5 -2 
Ladder1131   Snake849  4445 2264   3 -4 
Ladder1132   Snake192  -292 -2819   3 -1 
Snake1133   Ladder447  186 5285   4 2 
Ladder1134   Snake1081  -3214 6909   0 -3 
Ladder1135   Ladder947  -2390 6212   -3 -2 
Snake1136   Snake1101  2119 -495   1 2 
Snake1137   Snake453  2279 4278   0 1 
Snake1138   Snake756  -151 3928   3 5 
Snake1139   Snake341  519 -1756   1 2 
Ladder1140   Ladder984  -5856 -539   2 -5 
Snake1141   Ladder1056  -3552 1278   -5 2 
Snake1142   Ladder396  1178 -7059   -1 3 
Snake1143   Ladder258  -1006 33   1 2 
Snake1144   Snake263  420 -1557   2 5 
Ladder1145   Ladder342  2086 -8371   1 -3 
Snake1146   Ladder275  -740 918   0 1 
Ladder1147   Snake773  4227 113   1 -3 
Ladder1148   Ladder967  7693 7337   2 -4 
Snake1149   Snake380  6623 -1697   5 3 
Snake1150   Ladder823  8124 1636   0 1 
Ladder1151   Snake128  672 724   -5 -1 
Ladder1152   Snake853  5052 7   5 -3 
Ladder1153   Snake296  -5385 6714   -4 -2 
Snake1154   Snake763  7553 -5361   -2 2 
Ladder1155   Ladder335  546 -4344   -5 -1 
Ladder1156   Ladder947  1163 -1260   4 -1 
Ladder1157   Ladder785  3249 -1820   -1 -1 
Ladder1158   Ladder905  -2666 -4999   -2 -2 
Ladder1159   Ladder957  4905 -2230   4 -1 
Snake1160   Ladder821  -1443 -1603   1 5 
Snake1161   Snake381  3146 -2157   -5 4 
Snake1162   Ladder788  6752 5407   3 2 
Ladder1163   Ladder225  -7602 362   -2 -2 
Ladder1164   Snake915  1629 -7017   2 -4 
Snake1165   Snake640  4608 732   4 5 
Snake1166   Snake370  1349 -774   2 5 
Ladder1167   Ladder713  -2129 4748   5 -3 
Snake1168   Snake1062  -6250 -4107   2 3 
Snake1169   Ladder488  -687 3489   4 1 
Ladder1170   Ladder444  -4027 -2465   5 -2 
Ladder1171   Ladder243  -4294 -7659   -5 -4 
Ladder1172   Ladder602  -5103 -4678   5 -3 
